ext_recipe_id,ingredient_pos,ingredient_text,ingredient_text_norm
581,3,1/2 cup sweetened condensed milk,1/2 cup sweetened condensed milk
581,4,3 cups ice,3 cups ice
582,1,2 fluid ounces Valencia orange juice,2 fluid ounces valencia orange juice
582,2,1 fluid ounce vodka,1 fluid ounce vodka
582,3,1 fluid ounce gin,1 fluid ounce gin
582,4,1/2 teaspoon sugar,1/2 teaspoon sugar
582,5,3 fluid ounces sparkling wine,3 fluid ounces sparkling wine
582,6,"orange slice or twist, for garnish","orange slice or twist, for garnish"
583,1,2 tablespoons marmalade,2 tablespoons marmalade
583,2,1 fluid ounce low-sugar cranberry juice,1 fluid ounce low-sugar cranberry juice
583,3,6 fluid ounces seltzer water,6 fluid ounces seltzer water
583,4,"1 cup ice,","1 cup ice,"
583,5,"orange slice,","orange slice,"
584,1,4 fluid ounces tequila,4 fluid ounces tequila
584,2,1 fluid ounce lime juice,1 fluid ounce lime juice
584,3,4 fluid ounces grapefruit juice,4 fluid ounces grapefruit juice
584,4,1 tablespoon agave nectar,1 tablespoon agave nectar
584,5,ice,ice
584,6,2 fluid ounces grapefruit soda,2 fluid ounces grapefruit soda
584,7,1 grapefruit slice or lime slice or both,1 grapefruit slice or lime slice or both
585,1,6 fluid ounces almond milk,6 fluid ounces almond milk
585,2,3 ounces frozen strawberries,3 ounces frozen strawberries
585,3,2 ounces frozen blueberries,2 ounces frozen blueberries
585,4,1 scoop chocolate protein powder,1 scoop chocolate protein powder
585,5,sugar-free whipped topping,sugar-free whipped topping
585,6,sugar free chocolate chips,sugar free chocolate chips
586,1,2 bananas,2 bananas
586,2,2 cups kefir,2 cups kefir
586,3,3 tablespoons caramel syrup,3 tablespoons caramel syrup
586,4,1 teaspoon vanilla extract,1 teaspoon vanilla extract
587,1,1 cup water,1 cup water
587,2,1 cup ice,1 cup ice
587,3,1 (40 gram) scoop vanilla protein powder,1 (40 gram) scoop vanilla protein powder
587,4,1 tablespoon sugar free cheesecake flavor pudding mix,1 tablespoon sugar free cheesecake flavor pudding mix
587,5,1 ablespoon sugar-free vanilla syrup,1 ablespoon sugar-free vanilla syrup
587,6,1/4 teaspoon ground cinnamon,1/4 teaspoon ground cinnamon
587,7,"1/4 teaspoon butter flavor extract, such as Watkins","1/4 teaspoon butter flavor extract, such as watkins"
588,1,"4 cups high protein milk, such as Fa!rlife","4 cups high protein milk, such as fa!rlife"
588,2,1 tablespoon kefir grains,1 tablespoon kefir grains
588,3,1/2 cup frozen strawberries,1/2 cup frozen strawberries
589,1,1 cup orange juice,1 cup orange juice
589,2,"1/2 cup sugar-free French Vanilla creamer,","1/2 cup sugar-free french vanilla creamer,"
589,3,3/4 cup sugar-free whipped cream,3/4 cup sugar-free whipped cream
590,1,"ice, as needed","ice, as needed"
590,2,2 fluid ounces rum,2 fluid ounces rum
590,3,2 fluid ounces pineapple coconut juice,2 fluid ounces pineapple coconut juice
590,4,1/2,1/2
590,5,1 tablespoon agave syrup,1 tablespoon agave syrup
590,6,"ginger ale or lemon lime soda, such as Sprite","ginger ale or lemon lime soda, such as sprite"
590,7,1 lime slice,1 lime slice
590,8,1/3 pineapple ring,1/3 pineapple ring
591,1,1 1/2 ounces vodka,1 1/2 ounces vodka
591,2,1 ounce passion fruit,1 ounce passion fruit
591,3,1 ounce simple syrup,1 ounce simple syrup
591,4,1/2 ounce lime juice,1/2 ounce lime juice
591,5,1 cup ice,1 cup ice
591,6,3 ounces Champagne,3 ounces champagne
592,1,1 ounce pomegranate juice,1 ounce pomegranate juice
592,2,1 ounce elderflower liqueur,1 ounce elderflower liqueur
592,3,4 ounces prosecco,4 ounces prosecco
592,4,fresh pomegranate aril,fresh pomegranate aril
592,5,"rosemary sprig, for garnish","rosemary sprig, for garnish"
593,1,"ice, as needed","ice, as needed"
593,2,1 1/2 ounces whiskey,1 1/2 ounces whiskey
593,3,1 1/2 ounces peach schnapps,1 1/2 ounces peach schnapps
593,4,1/2 ounces simple syrup,1/2 ounces simple syrup
593,5,1 lemon,1 lemon
594,1,1 teaspoon brown sugar,1 teaspoon brown sugar
594,2,4 fluid ounces eggnog,4 fluid ounces eggnog
594,3,1 1/2 fluid ounce vodka,1 1/2 fluid ounce vodka
594,4,"1 1/2 luid ounce Irish cream liqueur, such as Bailey's®","1 1/2 luid ounce irish cream liqueur, such as bailey's®"
594,5,ground cinnamon,ground cinnamon
594,6,cinnamon stick for garnish (optional),cinnamon stick for garnish (optional)
595,1,"kosher salt, as needed","kosher salt, as needed"
595,2,1 lime wedge,1 lime wedge
595,3,3 fluid ounces guava nectar,3 fluid ounces guava nectar
595,4,1 3/4 fluid ounces tequila,1 3/4 fluid ounces tequila
595,5,"1 1/2 luid ounces orange liqueur, such as Cointreau®","1 1/2 luid ounces orange liqueur, such as cointreau®"
595,6,1 fluid ounce lime juice,1 fluid ounce lime juice
595,7,1 teaspoon agave syrup,1 teaspoon agave syrup
596,1,1 luid ounce lime juice,1 luid ounce lime juice
596,2,1 1/2 ounces simple syrup,1 1/2 ounces simple syrup
596,3,8 mint leaves,8 mint leaves
596,4,2 ounces rum,2 ounces rum
596,5,"2 cups ice cubes,","2 cups ice cubes,"
596,6,2 ounces passion fruit,2 ounces passion fruit
596,7,2 ounces club soda,2 ounces club soda
597,1,1 teaspoon dry ranch dressing mix,1 teaspoon dry ranch dressing mix
597,2,4 fluid ounces tomato juice,4 fluid ounces tomato juice
597,3,2 fluid ounces vodka,2 fluid ounces vodka
597,4,1 teaspoon lime juice,1 teaspoon lime juice
597,5,2 dashes Worcestershire sauce,2 dashes worcestershire sauce
597,6,"2 dashes hot sauce, such as Tabasco®","2 dashes hot sauce, such as tabasco®"
597,7,1/2 teaspoon prepared horseradish,1/2 teaspoon prepared horseradish
598,1,1.5 fluid ounces rum cream liqueur (such as RumChata®),1.5 fluid ounces rum cream liqueur (such as rumchata®)
598,2,1 1/2 fluid ounces mango mixer,1 1/2 fluid ounces mango mixer
598,3,1 1/2 fluid ounces vodka,1 1/2 fluid ounces vodka
598,4,2 fluid ounces ginger ale,2 fluid ounces ginger ale
598,5,"ice, as needed","ice, as needed"
599,1,1 tablespoon coffee granules,1 tablespoon coffee granules
599,2,1 tablespoon sugar,1 tablespoon sugar
599,3,2 tablespoons water,2 tablespoons water
599,4,1/2 cup ice,1/2 cup ice
599,5,1/2 cup milk,1/2 cup milk
600,1,"ice, as needed","ice, as needed"
600,2,1 fluid ounce vodka,1 fluid ounce vodka
600,3,2 tablespoons cranberry sauce,2 tablespoons cranberry sauce
600,4,1/2 fluid ounce lime juice,1/2 fluid ounce lime juice
600,5,1/2 fluid o unce simple syrup,1/2 fluid o unce simple syrup
600,6,"4 fluid ounces rose champagne, or as needed","4 fluid ounces rose champagne, or as needed"
600,7,"3 cranberries,","3 cranberries,"
601,1,1 lime wedge,1 lime wedge
601,2,1/4 teaspoon celery seed,1/4 teaspoon celery seed
601,3,4 fluid ounces carrot juice,4 fluid ounces carrot juice
601,4,2 fluid ounces vodka,2 fluid ounces vodka
601,5,1 teaspoon lime juice,1 teaspoon lime juice
601,6,2 dashes Worcestershire sauce,2 dashes worcestershire sauce
601,7,2 dashes hot sauce,2 dashes hot sauce
601,8,1/2 teaspoon prepared horseradish,1/2 teaspoon prepared horseradish
602,1,1 tablespoon chocolate syrup,1 tablespoon chocolate syrup
602,2,2 ounces vanilla vodka,2 ounces vanilla vodka
602,3,2 fluid ounces RumChata,2 fluid ounces rumchata
602,4,1/2 ounce 2% milk,1/2 ounce 2% milk
603,1,2 lime wedges,2 lime wedges
603,2,1 teaspoon chili-lime seasoning (such as Tajin®),1 teaspoon chili-lime seasoning (such as tajin®)
603,3,2 cups ice,2 cups ice
603,4,1 1/2 ounces tequila,1 1/2 ounces tequila
603,5,1 ounce orange liqueur,1 ounce orange liqueur
603,6,1 ounce lime juice,1 ounce lime juice
603,7,1 ounce orange juice,1 ounce orange juice
603,8,1 teaspoon adobo sauce,1 teaspoon adobo sauce
603,9,1 teaspoon agave syrup,1 teaspoon agave syrup
604,1,1 lime wedge,1 lime wedge
604,2,"1 tablespoon celery salt,","1 tablespoon celery salt,"
604,3,1 cup ice,1 cup ice
604,4,2 fluid ounces vodka,2 fluid ounces vodka
604,5,4 dashes Worcestershire sauce,4 dashes worcestershire sauce
604,6,2 dashes Tabasco,2 dashes tabasco
604,7,8 fluid ounces Clamato,8 fluid ounces clamato
604,8,"1 celery stick, plus other garnishes","1 celery stick, plus other garnishes"
605,1,5 basil leaves,5 basil leaves
605,2,1 tablespoon agave syrup or honey,1 tablespoon agave syrup or honey
605,3,1 fluid ounce lime juice,1 fluid ounce lime juice
605,4,3 fluid ounces pomegranate juice,3 fluid ounces pomegranate juice
605,5,4 fluid ounces club soda,4 fluid ounces club soda
605,6,"ice cubes,","ice cubes,"
605,7,1 lime wedge,1 lime wedge
606,1,3/4 cup orange juice concentrate,3/4 cup orange juice concentrate
606,2,1/2 cup whole milk,1/2 cup whole milk
606,3,1/2 cup heavy cream,1/2 cup heavy cream
606,4,1/2 cup water,1/2 cup water
606,5,2 tablespoons confectioners sugar,2 tablespoons confectioners sugar
606,6,2 teaspoons vanilla extract,2 teaspoons vanilla extract
606,7,1 cup ice,1 cup ice
607,1,6 basil leaves,6 basil leaves
607,2,1 fluid ounce lime juice,1 fluid ounce lime juice
607,3,4 fluid ounces pomegranate juice,4 fluid ounces pomegranate juice
607,4,1 fluid ounce grapefruit lime flavor tepache soda,1 fluid ounce grapefruit lime flavor tepache soda
608,1,2 fluid ounces apple flavored vodka,2 fluid ounces apple flavored vodka
608,2,2 fluid ounces green apple pucker liqueur,2 fluid ounces green apple pucker liqueur
608,3,1 ounce lemonade,1 ounce lemonade
608,4,1 tablespoon agave syrup or simple syrup,1 tablespoon agave syrup or simple syrup
608,5,"green apple slices, for garnish","green apple slices, for garnish"
609,1,1 teaspoon salt,1 teaspoon salt
609,2,1 lime wedge,1 lime wedge
609,3,2 cups ice,2 cups ice
609,4,12 blackberries,12 blackberries
609,5,2 fluid ounces tequila,2 fluid ounces tequila
609,6,1 fluid ounce triple sec,1 fluid ounce triple sec
609,7,1 fluid ounce simple syrup,1 fluid ounce simple syrup
609,8,3/4 fluid ounces lime juice,3/4 fluid ounces lime juice
610,1,8 to 10 ice cubes,8 to 10 ice cubes
610,2,1 cup vanilla oat milk,1 cup vanilla oat milk
610,3,1 tablespoon cocoa powder,1 tablespoon cocoa powder
610,4,1 tablespoon malted milk powder,1 tablespoon malted milk powder
610,5,2 tablespoons sweetened condensed milk,2 tablespoons sweetened condensed milk
610,6,1 scoop chocolate protein powder,1 scoop chocolate protein powder
610,7,"1/4 cup fat-free whipped topping,","1/4 cup fat-free whipped topping,"
610,8,1 splash vanilla extract,1 splash vanilla extract
611,1,2 kiwi,2 kiwi
611,2,1 banana,1 banana
611,3,1 cup spinach,1 cup spinach
611,4,1/2 cup soy milk,1/2 cup soy milk
612,1,1 cup ice,1 cup ice
612,2,2 ounces limoncello,2 ounces limoncello
612,3,1 ounce fresh squeezed lemon juice,1 ounce fresh squeezed lemon juice
613,1,4 teaspoons sugar,4 teaspoons sugar
613,2,2 tablespoons lime juice,2 tablespoons lime juice
613,3,10 blackberries,10 blackberries
613,4,10 mint leaves,10 mint leaves
613,5,1/2 cup soda water,1/2 cup soda water
613,6,2 fluid ounces rum,2 fluid ounces rum
613,7,"1/2 cup ice,","1/2 cup ice,"
614,1,1 teaspoon chili lime seasoning,1 teaspoon chili lime seasoning
614,2,1 lime wedge,1 lime wedge
614,3,"6 jalapeno slices, divided","6 jalapeno slices, divided"
614,4,"ice, as needed","ice, as needed"
614,5,1 3/4 ounces tequila,1 3/4 ounces tequila
614,6,1 1/2 fluid ounces lime juice,1 1/2 fluid ounces lime juice
614,7,1 1/4 fluid ounces orange juice,1 1/4 fluid ounces orange juice
614,8,1 teaspoon agave syrup,1 teaspoon agave syrup
615,1,3 cups espresso,3 cups espresso
615,2,1 cup simple syrup,1 cup simple syrup
615,3,6 fluid ounces vanilla vodka,6 fluid ounces vanilla vodka
615,4,6 fluid ounces Kahlúa®,6 fluid ounces kahlúa®
615,5,2 luid ounces Frangelico®,2 luid ounces frangelico®
615,6,"black onyx cocoa powder,","black onyx cocoa powder,"
616,1,1 tablespoon pistachio cream,1 tablespoon pistachio cream
616,2,6 fluid ounces whole,6 fluid ounces whole
616,3,"ice,","ice,"
616,4,2 shots espresso,2 shots espresso
617,1,1 1/2 fluid ounces limoncello,1 1/2 fluid ounces limoncello
617,2,4 basil leaves,4 basil leaves
617,3,"1 tablespoon agave syrup,","1 tablespoon agave syrup,"
617,4,2 fluid ounces pineapple juice,2 fluid ounces pineapple juice
618,1,2 cups water,2 cups water
618,2,4 bags black tea,4 bags black tea
618,3,"1 (16 ounce) container strawberries, sliced","1 (16 ounce) container strawberries, sliced"
618,4,1/2 cup white sugar,1/2 cup white sugar
618,5,1 tablespoon strawberry syrup,1 tablespoon strawberry syrup
618,6,1 tablespoon lemon juice,1 tablespoon lemon juice
618,7,2 cups water,2 cups water
619,1,3 cups water,3 cups water
619,2,3/4 cups fresh mint,3/4 cups fresh mint
619,3,1/2 cup sugar,1/2 cup sugar
619,4,4 bags herbal tea,4 bags herbal tea
619,5,6 fluid ounces bourbon,6 fluid ounces bourbon
619,6,16 mint leaves,16 mint leaves
619,7,4 slices lemon,4 slices lemon
620,1,1 cup 1% milk,1 cup 1% milk
620,2,2 cups vanilla frozen yogurt,2 cups vanilla frozen yogurt
620,3,"1 banana, divided","1 banana, divided"
620,4,1 (.9 ounce) package sugar-free banana cream pudding mix,1 (.9 ounce) package sugar-free banana cream pudding mix
620,5,"1/2 cup vanilla wafers, divided","1/2 cup vanilla wafers, divided"
621,1,"sugar as needed, for rim","sugar as needed, for rim"
621,2,1 lime wedge,1 lime wedge
621,3,2 cups ice,2 cups ice
621,4,2 fluid ounces strawberry schnapps,2 fluid ounces strawberry schnapps
621,5,2 fluid ounces vanilla vodka,2 fluid ounces vanilla vodka
621,6,2 fluid ounces sweet and sour mix,2 fluid ounces sweet and sour mix
622,1,"2 cups ice,","2 cups ice,"
622,2,1 fluid ounce lime juice,1 fluid ounce lime juice
622,3,3/4 fluid ounce simple syrup,3/4 fluid ounce simple syrup
622,4,12 fresh Thai basil leaves,12 fresh thai basil leaves
622,5,1 1/2 fluid ounces rum,1 1/2 fluid ounces rum
622,6,2 fluid ounces club soda,2 fluid ounces club soda
622,7,lime wedge (optional),lime wedge (optional)
622,8,1 Thai basil sprig (optional),1 thai basil sprig (optional)
623,1,"1 1/2 cups pineapple, frozen","1 1/2 cups pineapple, frozen"
623,2,"1 banana, sliced and frozen","1 banana, sliced and frozen"
623,3,1 cup canned coconut milk,1 cup canned coconut milk
623,4,1/2 teaspoon coconut extract,1/2 teaspoon coconut extract
623,5,1/2 teaspoon vanilla extract,1/2 teaspoon vanilla extract
624,1,ice as needed,ice as needed
624,2,4 ounces milk,4 ounces milk
624,3,2 shots espresso,2 shots espresso
624,4,1/8 teaspoon cardamom,1/8 teaspoon cardamom
624,5,2 tablespoons sweetened condensed milk,2 tablespoons sweetened condensed milk
625,1,2 fluid ounces gin,2 fluid ounces gin
625,2,"1 tablespoon jam, blackberry or any flavor","1 tablespoon jam, blackberry or any flavor"
625,3,3/4 fluid ounce fresh lemon juice,3/4 fluid ounce fresh lemon juice
625,4,1/2 fluid ounce simple syrup,1/2 fluid ounce simple syrup
625,5,1 cup ice cubes,1 cup ice cubes
625,6,1 cup ice,1 cup ice
625,7,"1 mint leaf, for garnish","1 mint leaf, for garnish"
625,8,1 splash club soda (optional),1 splash club soda (optional)
626,1,4 maraschino cherries,4 maraschino cherries
626,2,1 orange slice,1 orange slice
626,3,"6 ice cubes, or more if desired","6 ice cubes, or more if desired"
626,4,2 fluid ounces tequila,2 fluid ounces tequila
626,5,1 fluid ounce Cointreau,1 fluid ounce cointreau
626,6,3 dashes bitters,3 dashes bitters
626,7,1 orange twist,1 orange twist
627,1,1 teaspoon salt,1 teaspoon salt
627,2,1 wedge lime,1 wedge lime
627,3,2 cups ice,2 cups ice
627,4,3 large strawberries,3 large strawberries
627,5,3 slices jalapeno,3 slices jalapeno
627,6,2 fluid ounces tequila,2 fluid ounces tequila
627,7,1 fluid ounce triple sec,1 fluid ounce triple sec
627,8,1 fluid ounce lime juice,1 fluid ounce lime juice
627,9,3/4 ounce simple syrup,3/4 ounce simple syrup
628,1,2 fluid ounces tequila,2 fluid ounces tequila
628,2,1 1/2 fluid ounces lime juice,1 1/2 fluid ounces lime juice
628,3,1 1/4 fluid ounces orange juice,1 1/4 fluid ounces orange juice
628,4,1 fluid ounce cream of coconut,1 fluid ounce cream of coconut
628,5,1 fluid ounce coconut milk,1 fluid ounce coconut milk
629,1,3/4 cup frozen pineapple chunks,3/4 cup frozen pineapple chunks
629,2,1/2 cup frozen mango chunks,1/2 cup frozen mango chunks
629,3,2 fluid ounces rum,2 fluid ounces rum
629,4,2 fluid ounces pineapple juice,2 fluid ounces pineapple juice
629,5,2 fluid ounces cream of coconut,2 fluid ounces cream of coconut
629,6,2 fluid ounces coconut milk,2 fluid ounces coconut milk
630,1,9 ounces pineapple juice,9 ounces pineapple juice
630,2,2 cups frozen fruit,2 cups frozen fruit
630,3,1 banana,1 banana
630,4,1 cup vanilla Greek yogurt,1 cup vanilla greek yogurt
631,1,1 lime wedge,1 lime wedge
631,2,1 teaspoon chili-lime seasoning,1 teaspoon chili-lime seasoning
631,3,"2 cups ice, or as needed","2 cups ice, or as needed"
631,4,2 fluid ounces silver tequila,2 fluid ounces silver tequila
631,5,"3 jalapeno slices, or more to taste","3 jalapeno slices, or more to taste"
631,6,4 fluid ounces mango nectar,4 fluid ounces mango nectar
631,7,3/4 fluid ounces triple sec or other orange liqueur,3/4 fluid ounces triple sec or other orange liqueur
631,8,3/4 fluid ounces lime juice,3/4 fluid ounces lime juice
632,1,1 tablespoon unsalted butter,1 tablespoon unsalted butter
632,2,1 tablespoon olive oil,1 tablespoon olive oil
632,3,"1 pound skinless, boneless chicken breasts","1 pound skinless, boneless chicken breasts"
632,4,1 teaspoon paprika,1 teaspoon paprika
632,5,1/2 teaspoon dried oregano,1/2 teaspoon dried oregano
632,6,1/2 teaspoon salt,1/2 teaspoon salt
632,7,1/4 teaspoon black pepper,1/4 teaspoon black pepper
633,1,1 tablespoon butter,1 tablespoon butter
633,2,5 medium shrimp,5 medium shrimp
633,3,1/2 teaspoon garlic granules,1/2 teaspoon garlic granules
633,4,2 slices sandwich bread,2 slices sandwich bread
633,5,1 slice Colby Jack cheese,1 slice colby jack cheese
633,6,1 slice sharp Cheddar cheese,1 slice sharp cheddar cheese
634,1,1 pound lean ground beef,1 pound lean ground beef
634,2,1/2 tablespoon low-sodium soy sauce,1/2 tablespoon low-sodium soy sauce
634,3,1 tablespoon beef tallow or avocado oil,1 tablespoon beef tallow or avocado oil
634,4,1 white onion,1 white onion
634,5,1 red bell pepper,1 red bell pepper
634,6,"1 head baby bok choy, stalk and leaves chopped separately, divided","1 head baby bok choy, stalk and leaves chopped separately, divided"
634,7,2 cups snow peas,2 cups snow peas
634,8,"3 cloves garlic,","3 cloves garlic,"
634,9,5 ounces bulgogi marinade,5 ounces bulgogi marinade
634,10,salt and freshly ground black pepper to taste,salt and freshly ground black pepper to taste
634,11,"2 cups cooked white rice,","2 cups cooked white rice,"
634,12,cilantro leaves (optional),cilantro leaves (optional)
635,1,1 pound salmon fillets,1 pound salmon fillets
635,2,salt and freshly ground black pepper to taste,salt and freshly ground black pepper to taste
635,3,2 tablespoons Kewpie mayonnaise,2 tablespoons kewpie mayonnaise
635,4,2 teaspoons riracha,2 teaspoons riracha
635,5,2 tablespoons furikake seasoning,2 tablespoons furikake seasoning
636,1,2 (12 ounce) New York strip steaks,2 (12 ounce) new york strip steaks
636,2,1/2 teaspoon sea salt,1/2 teaspoon sea salt
636,3,2 tablespoons whole peppercorns,2 tablespoons whole peppercorns
636,4,1 tablespoon unsalted butter,1 tablespoon unsalted butter
636,5,1 tablespoon olive oil,1 tablespoon olive oil
636,6,1/4 cup minced shallots,1/4 cup minced shallots
